"Index","Ensembl.ID","Gene.name"
55691,"ENSG00000274167","AL031601.2"
55692,"ENSG00000115339","GALNT3"
55693,"ENSG00000251046","ZNF969P"
55694,"ENSG00000270921","CICP23"
55695,"ENSG00000163914","RHO"
55696,"ENSG00000180150","HMGN2P9"
55697,"ENSG00000100206","DMC1"
55698,"ENSG00000101082","SLA2"
55699,"ENSG00000251419","AC108120.3"
55700,"ENSG00000272573","MUSTN1"
55701,"ENSG00000240280","TCAM1P"
55702,"ENSG00000090061","CCNK"
55704,"ENSG00000200287","Y_RNA"
55705,"ENSG00000222057","RNU4-62P"
55706,"ENSG00000229453","SPINK8"
55707,"ENSG00000228689","AL355997.1"
55708,"ENSG00000251405","AC008676.2"
55709,"ENSG00000176055","MBLAC2"
55710,"ENSG00000240411","RPL5P16"
55711,"ENSG00000153310","FAM49B"
55712,"ENSG00000280103","AC007792.1"
55713,"ENSG00000237978","KCNMB2-AS1"
55714,"ENSG00000238172","RPS2P35"
55715,"ENSG00000230730","AC074011.1"
55716,"ENSG00000259330","INAFM2"
55717,"ENSG00000268758","ADGRE4P"
55718,"ENSG00000230198","RPL37P4"
55719,"ENSG00000277513","AL161637.1"
55720,"ENSG00000116544","DLGAP3"
55721,"ENSG00000250446","LINC01332"
55722,"ENSG00000147443","DOK2"
55723,"ENSG00000135363","LMO2"
55724,"ENSG00000201913","Y_RNA"
55725,"ENSG00000114854","TNNC1"
55726,"ENSG00000234471","AC147651.2"
55727,"ENSG00000273835","SNORD115-13"
55728,"ENSG00000111981","ULBP1"
55729,"ENSG00000003400","CASP10"
55730,"ENSG00000274867","AL589994.2"
55732,"ENSG00000267834","AL592211.1"
55733,"ENSG00000260218","AC034105.4"
55734,"ENSG00000229403","AC005999.1"
55735,"ENSG00000271178","IGHV3OR16-13"
55736,"ENSG00000229196","AC087071.1"
55737,"ENSG00000179859","LINC02581"
55738,"ENSG00000277386","AL138999.1"
55739,"ENSG00000163468","CCT3"
55740,"ENSG00000249993","BFSP2-AS1"
55741,"ENSG00000271434","AL445237.1"
55742,"ENSG00000006194","ZNF263"
55743,"ENSG00000206850","Y_RNA"
55744,"ENSG00000218520","AL450346.2"
55745,"ENSG00000188984","AADACL3"
55746,"ENSG00000234694","AL139289.2"
55747,"ENSG00000260090","AC092435.3"
55748,"ENSG00000261801","LOXL1-AS1"
55749,"ENSG00000250116","AC018682.1"
55751,"ENSG00000225334","AL391811.1"
55752,"ENSG00000269086","AC008555.2"
55753,"ENSG00000256294","ZNF225"
55754,"ENSG00000273732","VN1R74P"
55755,"ENSG00000135365","PHF21A"
55756,"ENSG00000270822","AC092032.1"
55757,"ENSG00000229089","ANKRD20A8P"
55758,"ENSG00000204849","SPATA31A1"
55759,"ENSG00000164989","CCDC171"
55760,"ENSG00000222359","RNU6-355P"
55761,"ENSG00000234006","DDX39B-AS1"
55762,"ENSG00000241770","AC104411.1"
55763,"ENSG00000257985","AC004801.4"
55764,"ENSG00000272841","AL139393.2"
55765,"ENSG00000277031","RN7SL796P"
55766,"ENSG00000229108","MEOX2-AS1"
55768,"ENSG00000201668","Y_RNA"
55769,"ENSG00000249269","AC093909.2"
55770,"ENSG00000243051","RN7SL269P"
55771,"ENSG00000157045","NTAN1"
55772,"ENSG00000277710","AL589743.7"
55773,"ENSG00000230564","CALM1P2"
55774,"ENSG00000243071","AC107032.1"
55775,"ENSG00000100325","ASCC2"
55776,"ENSG00000101473","ACOT8"
55777,"ENSG00000270814","TMEM261P1"
55778,"ENSG00000187984","ANKRD19P"
55780,"ENSG00000270909","CR788268.1"
55781,"ENSG00000251129","LINC02506"
55782,"ENSG00000122966","CIT"
55783,"ENSG00000228473","LIN28AP2"
55784,"ENSG00000214880","OR7E5P"
55785,"ENSG00000126267","COX6B1"
55787,"ENSG00000270185","IGHD1OR15-1B"
55788,"ENSG00000122958","VPS26A"
55789,"ENSG00000262343","AC100791.1"
55790,"ENSG00000164291","ARSK"
55792,"ENSG00000137098","SPAG8"
55793,"ENSG00000231916","AC006033.1"
55794,"ENSG00000121966","CXCR4"
55795,"ENSG00000267011","AC011498.1"
55796,"ENSG00000162769","FLVCR1"
55797,"ENSG00000268391","MTCO3P42"
55798,"ENSG00000261924","AC127496.1"
55799,"ENSG00000213110","AC019178.1"
55800,"ENSG00000006607","FARP2"
55801,"ENSG00000198900","TOP1"
55802,"ENSG00000274310","AC091076.1"
55803,"ENSG00000103035","PSMD7"
55804,"ENSG00000162599","NFIA"
55805,"ENSG00000229846","AC092264.1"
55806,"ENSG00000199878","RN7SKP149"
55807,"ENSG00000249267","LINC00939"
55808,"ENSG00000186367","KIAA1024L"
55809,"ENSG00000081386","ZNF510"
55810,"ENSG00000236258","TIMM8BP1"
55811,"ENSG00000102241","HTATSF1"
55812,"ENSG00000183248","PRR36"
55813,"ENSG00000256474","TRAV11"
55814,"ENSG00000146857","STRA8"
55815,"ENSG00000156575","PRG3"
55816,"ENSG00000235397","EPN2-AS1"
55817,"ENSG00000255860","AP000812.2"
55818,"ENSG00000233728","AL929472.3"
55819,"ENSG00000006638","TBXA2R"
55820,"ENSG00000281120","AC006355.2"
55821,"ENSG00000180532","ZSCAN4"
55822,"ENSG00000064545","TMEM161A"
55823,"ENSG00000238371","snoU13"
55824,"ENSG00000234699","AL139339.1"
55825,"ENSG00000168411","RFWD3"
55826,"ENSG00000175105","ZNF654"
55827,"ENSG00000206638","RNU6-672P"
55828,"ENSG00000255847","AP003717.1"
55829,"ENSG00000216141","MIR941-2"
55830,"ENSG00000251161","AC020661.1"
55831,"ENSG00000187288","CIDEC"
55832,"ENSG00000222094","RNU2-65P"
55833,"ENSG00000230065","AC010974.1"
55834,"ENSG00000277693","AP003900.1"
55835,"ENSG00000163283","ALPP"
55836,"ENSG00000207173","Y_RNA"
55837,"ENSG00000234685","NUS1P2"
55838,"ENSG00000222371","RN7SKP202"
55839,"ENSG00000100101","Z83844.1"
55840,"ENSG00000224948","ATP5G1P8"
55841,"ENSG00000171606","ZNF274"
55843,"ENSG00000207631","MIR641"
55844,"ENSG00000220130","AL079342.1"
55845,"ENSG00000171505","OR1N1"
55846,"ENSG00000100304","TTLL12"
55847,"ENSG00000228938","SNRPD2P1"
55848,"ENSG00000253103","LINC01609"
55849,"ENSG00000180264","ADGRD2"
55850,"ENSG00000254609","AC136443.1"
55851,"ENSG00000137960","GIPC2"
55852,"ENSG00000199398","Y_RNA"
55853,"ENSG00000171604","CXXC5"
55854,"ENSG00000254873","AP001267.1"
55855,"ENSG00000274944","AL139260.3"
55856,"ENSG00000230146","SEPHS1P4"
55857,"ENSG00000277369","AC010654.1"
55858,"ENSG00000261166","AC073429.2"
55859,"ENSG00000280400","AC127459.3"
55860,"ENSG00000252395","RNU6-1007P"
55861,"ENSG00000184005","ST6GALNAC3"
55862,"ENSG00000165899","OTOGL"
55863,"ENSG00000169849","TSPY14P"
55864,"ENSG00000274004","H19_3"
55865,"ENSG00000207579","MIR662"
55866,"ENSG00000227485","AL162400.1"
55867,"ENSG00000226064","PGBD4P6"
55868,"ENSG00000106624","AEBP1"
55869,"ENSG00000156885","COX6A2"
55870,"ENSG00000256984","AC008013.2"
55871,"ENSG00000253703","IGHV1-68"
55872,"ENSG00000184601","C14orf180"
55873,"ENSG00000102243","VGLL1"
55874,"ENSG00000206602","SNORD58A"
55875,"ENSG00000207258","Y_RNA"
55876,"ENSG00000106077","ABHD11"
55877,"ENSG00000167117","LINC00483"
55878,"ENSG00000188596","CFAP54"
55879,"ENSG00000201666","SNORD74"
55880,"ENSG00000230926","AC239367.2"
55881,"ENSG00000212952","BX088651.1"
55882,"ENSG00000143502","SUSD4"
55883,"ENSG00000217083","MTCO2P33"
55884,"ENSG00000101282","RSPO4"
55885,"ENSG00000256115","LINC02443"
55886,"ENSG00000196188","CTSE"
55887,"ENSG00000196408","NOXO1"
55888,"ENSG00000254000","AC090753.1"
55889,"ENSG00000276348","AL353770.3"
55890,"ENSG00000229307","LINC00459"
55891,"ENSG00000255033","SERPINA15P"
55892,"ENSG00000113068","PFDN1"
55893,"ENSG00000196305","IARS"
55894,"ENSG00000137463","MGARP"
55895,"ENSG00000117335","CD46"
55896,"ENSG00000158428","CATIP"
55897,"ENSG00000235136","AL627224.1"
55899,"ENSG00000227592","PIGFP3"
55900,"ENSG00000053108","FSTL4"
55901,"ENSG00000277893","SRD5A2"
55903,"ENSG00000263353","PPIAL4A"
55904,"ENSG00000213659","RSU1P3"
55905,"ENSG00000233349","LINC00333"
55906,"ENSG00000275504","U7"
55907,"ENSG00000260750","AC092720.1"
55908,"ENSG00000280457","DUX4L2"
55909,"ENSG00000273731","AC007967.4"
55910,"ENSG00000225191","AL136455.1"
55911,"ENSG00000074621","SLC24A1"
55912,"ENSG00000141759","TXNL4A"
55913,"ENSG00000236605","AC023115.1"
55914,"ENSG00000212305","RNU6-679P"
55915,"ENSG00000112312","GMNN"
55916,"ENSG00000105518","TMEM205"
55917,"ENSG00000274654","AC022467.1"
55918,"ENSG00000223941","LINC01014"
55919,"ENSG00000251976","RN7SKP141"
55921,"ENSG00000101412","E2F1"
55922,"ENSG00000229762","AC092647.3"
55923,"ENSG00000265233","ABBA01006766.2"
55924,"ENSG00000235840","AC012363.2"
55925,"ENSG00000187720","THSD4"
55926,"ENSG00000254772","EEF1G"
55927,"ENSG00000100300","TSPO"
55928,"ENSG00000199643","RNU4-90P"
55929,"ENSG00000221436","MIR548F3"
55930,"ENSG00000233757","AC092835.1"
55931,"ENSG00000250643","AC083906.3"
55932,"ENSG00000213417","KRTAP2-4"
55933,"ENSG00000248766","AC093303.1"
55934,"ENSG00000125484","GTF3C4"
55936,"ENSG00000184007","PTP4A2"
55937,"ENSG00000137558","PI15"
55938,"ENSG00000158373","HIST1H2BD"
55939,"ENSG00000259031","AL845552.2"
55940,"ENSG00000198874","TYW1"
55941,"ENSG00000236777","AL157831.1"
55942,"ENSG00000135374","ELF5"
55943,"ENSG00000135747","ZNF670-ZNF695"
55944,"ENSG00000266074","BAHCC1"
55945,"ENSG00000257126","FOXG1-AS1"
55946,"ENSG00000199732","Y_RNA"
55947,"ENSG00000134291","TMEM106C"
55948,"ENSG00000267924","AC139769.2"
55949,"ENSG00000179136","LINC00670"
55950,"ENSG00000269025","AC011467.4"
55951,"ENSG00000119686","FLVCR2"
55952,"ENSG00000260869","AC002310.4"
55953,"ENSG00000142789","CELA3A"
55955,"ENSG00000258888","AC112693.1"
55956,"ENSG00000256551","LINC02369"
55957,"ENSG00000008197","TFAP2D"
55958,"ENSG00000178401","DNAJC22"
55959,"ENSG00000106819","ASPN"
55960,"ENSG00000146109","ABT1"
55961,"ENSG00000274024","AL590282.1"
55962,"ENSG00000248645","AC106872.6"
55963,"ENSG00000263846","CIAPIN1P"
55964,"ENSG00000110063","DCPS"
55965,"ENSG00000116141","MARK1"
55966,"ENSG00000111344","RASAL1"
55967,"ENSG00000276427","IGLL4P"
55968,"ENSG00000179715","PCED1B"
55969,"ENSG00000237153","AL162725.2"
55970,"ENSG00000137824","RMDN3"
55971,"ENSG00000160325","CACFD1"
55972,"ENSG00000145757","SPATA9"
55973,"ENSG00000199691","RN7SKP173"
55974,"ENSG00000207563","MIR23B"
55975,"ENSG00000255543","AP005597.4"
55976,"ENSG00000235974","VN2R19P"
55977,"ENSG00000102316","MAGED2"
55978,"ENSG00000252816","RNA5SP337"
55980,"ENSG00000233353","RPS7P9"
55981,"ENSG00000275558","RN7SKP175"
55982,"ENSG00000270871","AC015849.3"
55983,"ENSG00000182383","RPL27AP5"
55984,"ENSG00000157778","PSMG3"
55985,"ENSG00000277223","AC090116.1"
55986,"ENSG00000095596","CYP26A1"
55987,"ENSG00000255291","HMGB1P40"
55989,"ENSG00000235821","IFITM4P"
55990,"ENSG00000225873","LINC00694"
55991,"ENSG00000254039","AC027801.4"
55992,"ENSG00000227372","TP73-AS1"
55993,"ENSG00000178279","TNP2"
55994,"ENSG00000120885","CLU"
55995,"ENSG00000272121","AC006058.3"
55996,"ENSG00000200334","Y_RNA"
55997,"ENSG00000225407","AC025188.1"
55998,"ENSG00000250981","AC016650.1"
55999,"ENSG00000126705","AHDC1"
56001,"ENSG00000126391","FRMD8"
56003,"ENSG00000215424","MCM3AP-AS1"
56004,"ENSG00000279481","AC104791.2"
56005,"ENSG00000250078","AC019133.1"
56006,"ENSG00000200085","Y_RNA"
56007,"ENSG00000225899","FRG2B"
56008,"ENSG00000182393","IFNL1"
56009,"ENSG00000222266","RNU6-757P"
56010,"ENSG00000266243","MIR4279"
56012,"ENSG00000128159","TUBGCP6"
56013,"ENSG00000132286","TIMM10B"
56014,"ENSG00000207457","RNU6-476P"
56015,"ENSG00000263410","RN7SL460P"
56016,"ENSG00000233993","AL121900.1"
56017,"ENSG00000163428","LRRC58"
56018,"ENSG00000234119","AC079248.1"
56019,"ENSG00000249735","AC021146.5"
56020,"ENSG00000211637","IGLV4-69"
56021,"ENSG00000100380","ST13"
56022,"ENSG00000229665","PRR20C"
56024,"ENSG00000277907","AC024288.1"
56025,"ENSG00000111229","ARPC3"
56026,"ENSG00000181045","SLC26A11"
56027,"ENSG00000253401","VTA1P2"
56028,"ENSG00000101132","PFDN4"
56030,"ENSG00000186090","HTR3D"
56031,"ENSG00000233979","AC002553.2"
56032,"ENSG00000279129","AC046158.3"
56033,"ENSG00000233983","AL365220.1"
56034,"ENSG00000212658","KRTAP29-1"
56035,"ENSG00000224092","AL591644.1"
56036,"ENSG00000131386","GALNT15"
56037,"ENSG00000113249","HAVCR1"
56038,"ENSG00000172638","EFEMP2"
56039,"ENSG00000197520","FAM177B"
56040,"ENSG00000127252","HRASLS"
56041,"ENSG00000227708","LINC01850"
56042,"ENSG00000273225","FAM25BP"
56043,"ENSG00000248144","ADH1C"
56044,"ENSG00000224333","GAPDHP20"
56045,"ENSG00000236394","AL807752.4"
56046,"ENSG00000263793","MIR3115"
56047,"ENSG00000232461","AC092920.1"
56048,"ENSG00000237148","HIGD1AP2"
56049,"ENSG00000254906","AC090707.1"
56050,"ENSG00000236439","AC099336.2"
56051,"ENSG00000279200","AC020558.3"
56052,"ENSG00000279096","AL356289.3"
56053,"ENSG00000222924","RNU6-1148P"
56054,"ENSG00000179636","TPPP2"
56057,"ENSG00000137936","BCAR3"
56058,"ENSG00000233115","FAM90A11P"
56059,"ENSG00000268707","AL158151.4"
56060,"ENSG00000232918","AC118469.1"
56061,"ENSG00000107807","TLX1"
56062,"ENSG00000248356","AC093864.1"
56063,"ENSG00000178586","OR6B3"
56064,"ENSG00000248176","AC109349.1"
56065,"ENSG00000281831","HCP5B"
56066,"ENSG00000141510","TP53"
56068,"ENSG00000224323","DPRXP1"
56069,"ENSG00000259465","AHCYP7"
56070,"ENSG00000254427","AC103736.1"
56071,"ENSG00000281021","AL078581.3"
56072,"ENSG00000215368","BOD1P2"
56073,"ENSG00000257316","AC087311.1"
56074,"ENSG00000200769","Y_RNA"
56075,"ENSG00000153495","TEX29"
56076,"ENSG00000130226","DPP6"
56077,"ENSG00000277713","MIR6856"
56078,"ENSG00000212371","SNORA46"
56079,"ENSG00000103591","AAGAB"
56080,"ENSG00000255794","RMST"
56081,"ENSG00000226581","AC092634.3"
56082,"ENSG00000259092","TRAV30"
56083,"ENSG00000108010","GLRX3"
56084,"ENSG00000216866","RPS2P55"
56085,"ENSG00000252335","RNU6-62P"
56086,"ENSG00000182931","WFDC10B"
56087,"ENSG00000081791","KIAA0141"
56088,"ENSG00000248385","TARM1"
56089,"ENSG00000162591","MEGF6"
56090,"ENSG00000259333","AC127029.1"
56091,"ENSG00000029364","SLC39A9"
56092,"ENSG00000228517","CT47A7"
56093,"ENSG00000253873","PCDHGA11"
56094,"ENSG00000266721","MIR5695"
56095,"ENSG00000229052","AL449283.1"
56096,"ENSG00000263627","PPP4R1-AS1"
56097,"ENSG00000242574","HLA-DMB"
56098,"ENSG00000255182","AC084125.2"
56099,"ENSG00000248550","OTX2-AS1"
56100,"ENSG00000122691","TWIST1"
56102,"ENSG00000267066","AC107990.1"
56103,"ENSG00000237549","AC092570.3"
56104,"ENSG00000136457","CHAD"
56105,"ENSG00000177689","MAGEB10"
56106,"ENSG00000202186","RNU6-497P"
56107,"ENSG00000174136","RGMB"
56108,"ENSG00000250219","LTV1P1"
56109,"ENSG00000205325","AC005863.1"
56110,"ENSG00000203280","AL022323.1"
56111,"ENSG00000252657","SNORA70"
56112,"ENSG00000162236","STX5"
56113,"ENSG00000134030","CTIF"
56114,"ENSG00000237854","LINC00674"
56115,"ENSG00000187833","C2orf78"
56116,"ENSG00000101928","MOSPD1"
56118,"ENSG00000229854","AL357936.1"
56119,"ENSG00000259602","AC091073.1"
56120,"ENSG00000212450","RNU6-241P"
56121,"ENSG00000214336","FOXI3"
56122,"ENSG00000262803","AL354943.1"
56123,"ENSG00000259471","LINC01169"
56125,"ENSG00000251941","RNA5SP116"
56126,"ENSG00000266497","AC138645.1"
56127,"ENSG00000267765","AC100793.3"
56128,"ENSG00000270335","AC093159.2"
56129,"ENSG00000197283","SYNGAP1"
56130,"ENSG00000163138","PACRGL"
56131,"ENSG00000231231","LINC01423"
56132,"ENSG00000137809","ITGA11"
56133,"ENSG00000266770","RN7SL619P"
56134,"ENSG00000200869","RNU6-457P"
56135,"ENSG00000163364","LINC01116"
56136,"ENSG00000234379","HMGB1P48"
56137,"ENSG00000223174","RN7SKP17"
56138,"ENSG00000271882","AP001330.5"
56139,"ENSG00000227081","AC005912.1"
56140,"ENSG00000275460","Metazoa_SRP"
56141,"ENSG00000196406","SPANXD"
56142,"ENSG00000266613","RFWD2P1"
56143,"ENSG00000277741","GOLGA6L17P"
56144,"ENSG00000250333","AC093725.2"
56145,"ENSG00000268335","BNIP3P23"
56146,"ENSG00000021852","C8B"
56147,"ENSG00000216649","GAGE12E"
56148,"ENSG00000273007","AC021205.3"
56149,"ENSG00000267771","AC011447.4"
56150,"ENSG00000257986","LINC02306"
56151,"ENSG00000223948","AC092648.1"
56152,"ENSG00000266642","AC024267.6"
56153,"ENSG00000207355","RNU6-1257P"
56154,"ENSG00000166856","GPR182"
56155,"ENSG00000254045","IGHVIII-22-2"
56156,"ENSG00000204365","C10orf126"
56157,"ENSG00000239941","AC108718.1"
56158,"ENSG00000272195","AL356512.1"
56159,"ENSG00000269374","AC011497.2"
56160,"ENSG00000274730","AC141273.2"
56161,"ENSG00000241542","RN7SL369P"
56162,"ENSG00000255415","AP000867.3"
56163,"ENSG00000099937","SERPIND1"
56164,"ENSG00000232175","AL122003.1"
56165,"ENSG00000258685","AL359219.1"
56166,"ENSG00000170961","HAS2"
56167,"ENSG00000267706","AC020922.1"
56168,"ENSG00000153130","SCOC"
56169,"ENSG00000226172","AL139420.1"
56170,"ENSG00000226991","AC140479.1"
56172,"ENSG00000241318","WDR82P2"
56173,"ENSG00000240961","RN7SL415P"
56174,"ENSG00000227514","AC107890.1"
56175,"ENSG00000178199","ZC3H12D"
56176,"ENSG00000101405","OXT"
56177,"ENSG00000210196","MT-TP"
56178,"ENSG00000231525","AC002486.2"
56179,"ENSG00000216802","AL590617.1"
56180,"ENSG00000231915","SALL4P5"
56181,"ENSG00000095777","MYO3A"
56183,"ENSG00000226501","USF1P1"
56184,"ENSG00000271161","BOLA2P2"
56185,"ENSG00000182795","C1orf116"
56186,"ENSG00000256898","AP002770.2"
56187,"ENSG00000273451","AL031666.3"
56188,"ENSG00000261024","GS1-279B7.1"
56189,"ENSG00000174611","KY"
56190,"ENSG00000200875","RNU6-340P"
56191,"ENSG00000261356","AC092368.2"
56192,"ENSG00000142082","SIRT3"
56193,"ENSG00000242292","AC010631.1"
56195,"ENSG00000225051","HMGB3P22"
56196,"ENSG00000116996","ZP4"
56197,"ENSG00000226253","MRPL35P3"
56198,"ENSG00000274620","MIR378J"
56199,"ENSG00000249264","EEF1A1P9"
56200,"ENSG00000221710","MIR1298"
56201,"ENSG00000204429","AL451142.1"
56202,"ENSG00000226804","AL359839.1"
56203,"ENSG00000274191","AC026333.4"
56204,"ENSG00000267662","AC025809.1"
56205,"ENSG00000213411","RBM22P2"
56206,"ENSG00000263905","RN7SL555P"
56207,"ENSG00000250308","SALL4P1"
56208,"ENSG00000271606","AC097467.4"
56209,"ENSG00000253175","AC023632.1"
56210,"ENSG00000173905","GOLIM4"
56211,"ENSG00000259151","CAP2P1"
56212,"ENSG00000253005","RNU6-176P"
56213,"ENSG00000197023","OR51A6P"
56214,"ENSG00000269890","AL353593.1"
56215,"ENSG00000072736","NFATC3"
56216,"ENSG00000249079","AC118282.2"
56217,"ENSG00000148396","SEC16A"
56218,"ENSG00000214024","RPL23AP29"
56219,"ENSG00000102897","LYRM1"
56220,"ENSG00000206827","RNU6-1032P"
56221,"ENSG00000241877","AC095041.1"
56222,"ENSG00000261211","AL031123.2"
56223,"ENSG00000167619","TMEM145"
56224,"ENSG00000255082","GRM5-AS1"
56225,"ENSG00000278144","NEAT1_1"
56226,"ENSG00000199065","MIR101-2"
56227,"ENSG00000201441","RNU6-646P"
56228,"ENSG00000253161","LINC01605"
56230,"ENSG00000154305","MIA3"
56231,"ENSG00000237773","AC003075.1"
56232,"ENSG00000217776","AL138827.1"
56233,"ENSG00000156671","SAMD8"
56234,"ENSG00000228422","LINC00687"
56235,"ENSG00000230066","FAM197Y3"
56236,"ENSG00000180098","TRNAU1AP"
56237,"ENSG00000261174","HMGB1P33"
56238,"ENSG00000262312","AC004494.1"
56240,"ENSG00000144278","GALNT13"
56241,"ENSG00000250982","GAPDHP35"
56242,"ENSG00000118231","CRYGD"
56243,"ENSG00000243156","MICAL3"
56244,"ENSG00000242147","AL365356.5"
56245,"ENSG00000154165","GPR15"
56246,"ENSG00000249410","AK4P2"
56247,"ENSG00000149657","LSM14B"
56248,"ENSG00000238081","AC099063.2"
56249,"ENSG00000153786","ZDHHC7"
56250,"ENSG00000243711","RPL21P116"
56251,"ENSG00000236041","COX6CP18"
56252,"ENSG00000172461","FUT9"
56253,"ENSG00000250448","AC092335.1"
56254,"ENSG00000257456","AC009320.1"
56255,"ENSG00000172752","COL6A5"
56256,"ENSG00000269138","ZNF209P"
56257,"ENSG00000200867","RN7SKP36"
56258,"ENSG00000267466","AC021683.1"
56259,"ENSG00000231686","Z97180.1"
56260,"ENSG00000064995","TAF11"
56261,"ENSG00000185187","SIGIRR"
56262,"ENSG00000213739","PPIAP68"
56264,"ENSG00000012660","ELOVL5"
56265,"ENSG00000250835","LSM3P4"
56266,"ENSG00000170234","PWWP2A"
56267,"ENSG00000253455","AC022915.1"
56268,"ENSG00000251024","AC097372.2"
56269,"ENSG00000125398","SOX9"
56270,"ENSG00000255817","AC025576.2"
56272,"ENSG00000211734","TRBV5-1"
56273,"ENSG00000125285","SOX21"
56274,"ENSG00000254511","AP002802.1"
56275,"ENSG00000237763","AMY1A"
56276,"ENSG00000278661","TRAJ37"
56277,"ENSG00000253449","AC025437.3"
56278,"ENSG00000206998","Y_RNA"
56279,"ENSG00000260542","AL499627.1"
56280,"ENSG00000183474","GTF2H2C"
56281,"ENSG00000231158","PTP4A1P1"
56282,"ENSG00000241570","PAQR9-AS1"
56283,"ENSG00000244139","RN7SL397P"
56284,"ENSG00000250821","EXOC1L"
56285,"ENSG00000130940","CASZ1"
56286,"ENSG00000183695","MRGPRX2"
56287,"ENSG00000232528","AL109809.1"
56288,"ENSG00000247157","LINC01252"
56289,"ENSG00000211713","TRBV6-4"
56290,"ENSG00000252469","RNU7-160P"
56291,"ENSG00000117971","CHRNB4"
56292,"ENSG00000263857","MIR4729"
56293,"ENSG00000163050","COQ8A"
56294,"ENSG00000103502","CDIPT"
56295,"ENSG00000227260","LINC01985"
56296,"ENSG00000161281","COX7A1"
56297,"ENSG00000158113","LRRC43"
56298,"ENSG00000277873","AC131159.2"
56299,"ENSG00000127515","OR7A10"
56300,"ENSG00000146047","HIST1H2BA"
56301,"ENSG00000231505","AC108868.1"
56302,"ENSG00000206120","EGFEM1P"
56303,"ENSG00000222612","RNU2-52P"
56304,"ENSG00000280800","FP671120.3"
56305,"ENSG00000227635","USP9YP21"
56306,"ENSG00000188801","ZNF322P1"
56307,"ENSG00000278970","HEIH"
56308,"ENSG00000269102","AC010320.3"
56309,"ENSG00000257950","P2RX5-TAX1BP3"
56310,"ENSG00000164023","SGMS2"
56311,"ENSG00000253261","AC008410.1"
56312,"ENSG00000267458","AC092069.1"
56313,"ENSG00000260144","AC100827.2"
56315,"ENSG00000166401","SERPINB8"
56316,"ENSG00000222000","AC092675.1"
56317,"ENSG00000200503","SNORD115-5"
56318,"ENSG00000134508","CABLES1"
56319,"ENSG00000228739","AL162384.1"
56320,"ENSG00000239690","RN7SL668P"
56321,"ENSG00000141858","SAMD1"
56322,"ENSG00000253568","AC090572.1"
56323,"ENSG00000198707","CEP290"
56324,"ENSG00000258045","Metazoa_SRP"
56325,"ENSG00000238002","NPAP1P6"
56326,"ENSG00000182366","FAM87A"
56327,"ENSG00000168872","DDX19A"
56328,"ENSG00000145331","TRMT10A"
56329,"ENSG00000143393","PI4KB"
56330,"ENSG00000261151","AC012182.1"
56331,"ENSG00000231870","KRT17P3"
56332,"ENSG00000007944","MYLIP"
56333,"ENSG00000136011","STAB2"
56335,"ENSG00000144233","AMMECR1L"
56336,"ENSG00000185985","SLITRK2"
56337,"ENSG00000253231","COX6CP8"
56338,"ENSG00000230651","RGPD4-AS1"
56339,"ENSG00000143217","NECTIN4"
56340,"ENSG00000258841","EEF1A1P2"
56341,"ENSG00000269480","AC020913.2"
56342,"ENSG00000251583","AC008427.1"
56343,"ENSG00000260176","AC141586.2"
56344,"ENSG00000267280","TBX2-AS1"
56345,"ENSG00000250509","AC034213.1"
56346,"ENSG00000221363","RNU6ATAC20P"
56348,"ENSG00000275827","AC021506.2"
56349,"ENSG00000253667","AC100821.1"
56350,"ENSG00000279370","AC004777.1"
56351,"ENSG00000238785","RNU7-92P"
56353,"ENSG00000143126","CELSR2"
56355,"ENSG00000086758","HUWE1"
56356,"ENSG00000273513","TBC1D3K"
56357,"ENSG00000186047","DLEU7"
56358,"ENSG00000213064","SFT2D2"
56359,"ENSG00000100714","MTHFD1"
56360,"ENSG00000279587","AC006963.1"
56361,"ENSG00000277605","Metazoa_SRP"
56362,"ENSG00000185298","CCDC137"
56363,"ENSG00000251001","AC026427.2"
56364,"ENSG00000235495","AC007422.2"
56365,"ENSG00000219027","RPS3AP2"
56366,"ENSG00000184486","POU3F2"
56367,"ENSG00000229330","AC006947.1"
56368,"ENSG00000224829","TOMM20P1"
56369,"ENSG00000276397","LINC01879"
56370,"ENSG00000235489","DBF4P1"
56371,"ENSG00000259059","PEBP1P1"
56372,"ENSG00000107874","CUEDC2"
56373,"ENSG00000242364","AC108725.1"
56374,"ENSG00000233440","HMGA1P6"
56375,"ENSG00000278455","AL606534.6"
56376,"ENSG00000264070","DND1P1"
56377,"ENSG00000250253","AC117522.3"
56378,"ENSG00000223710","CRYGGP"
56379,"ENSG00000152380","FAM151B"
56380,"ENSG00000259539","AC051619.6"
56381,"ENSG00000200064","RNY4P9"
56382,"ENSG00000240225","ZNF542P"
56383,"ENSG00000253596","AC103952.1"
56384,"ENSG00000252262","RNA5SP61"
56385,"ENSG00000270232","MTCYBP22"
56386,"ENSG00000248487","ABHD14A"
56387,"ENSG00000157827","FMNL2"
56388,"ENSG00000232740","LINC01826"
56389,"ENSG00000237542","MTCO3P17"
56391,"ENSG00000176396","EID2"
56392,"ENSG00000155975","VPS37A"
56393,"ENSG00000260680","AGGF1P5"
56394,"ENSG00000230485","AC000077.1"
56395,"ENSG00000225506","CYP4A22-AS1"
56396,"ENSG00000132849","PATJ"
56397,"ENSG00000258050","AL139316.1"
56398,"ENSG00000254733","AP001831.1"
